municipality,plz,bundesland,state,latitude,longitude,municipality_place_name,partnergemeinde,land,country,kontinent,continent,seit,form,partner_latitude,partner_longitude,partner_place_name
Sulzbach-Rosenberg,92237,Bayern,Bavaria,49.501300,11.746000,"Sulzbach-Rosenberg, 92237, Bayern, Germany",Rumburk (Rumburg),Tschech. Republik,Czech Republic,Europa,Europe,2000,f,50.951500,14.557000,"Rumburk, Ústecký, Czech Republic"
Sulzbach-Rosenberg,92237,Bayern,Bavaria,49.501300,11.746000,"Sulzbach-Rosenberg, 92237, Bayern, Germany",Argyll and Bute,Großbritannien,United Kingdom,Europa,Europe,2000,f,56.158800,-5.222642,"Argyll and Bute, Argyll and Bute, United Kingdom"
Sulzbach/ Saar,66280,Saarland,Saarland,,,,Bassila,Benin,Benin,Afrika,Africa,2010,p,9.302510,2.293605,Benin
Sulzbach/ Saar,66280,Saarland,Saarland,,,,Arc-le-Senans,Frankreich,France,Europa,Europe,2014,p,48.089400,-3.562200,"Le Saint, 56110, Morbihan, France"
Sulzbach/ Saar,66280,Saarland,Saarland,,,,Ravanusa,Italien,Italy,Europa,Europe,2000,p,42.508793,12.677718,Italy
Sulzberg,87477,Bayern,Bavaria,47.660300,10.349900,"Sulzberg, 87477, Bayern, Germany",Chailland (Departement Mayenne),Frankreich,France,Europa,Europe,1990,p,48.225200,-0.873900,"Chailland, 53420, Mayenne, France"
Sulzfeld,75056,Baden-Württemberg,Baden-Wurttemberg,49.104400,8.859700,"Sulzfeld, 75056, Baden-Württemberg, Germany",El Cajon,USA,United States,Amerika,America,1975,p,32.794800,-116.962500,"El Cajon, 92020, California, United States"
Sulzfeld,75056,Baden-Württemberg,Baden-Wurttemberg,49.104400,8.859700,"Sulzfeld, 75056, Baden-Württemberg, Germany",Avize (Marne),Frankreich,France,Europa,Europe,1967,p,48.971900,4.009400,"Avize, 51190, Marne, France"
Sulzheim,55286,Rheinland-Pfalz,Rheinland-Pfalz,49.843100,8.091700,"Sulzheim, 55286, Rheinland-Pfalz, Germany",Saint Suzanne (Dep. Meyenne),Frankreich,France,Europa,Europe,1968,p,49.516700,4.633300,"Suzanne, 08130, Ardennes, France"
Sundern (Sauerland),59846,Nordrhein-Westfalen,North Rhine-Westphalia,51.328100,8.003700,"Sundern (Sauerland), 59846, Nordrhein-Westfalen, Germany",Calopezzati,Italien,Italy,Europa,Europe,2009,p,42.508793,12.677718,Italy
Sundhagen,18510,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,54.186435,13.024252,"18510, Mecklenburg-Vorpommern, Germany",Staffanstorp,Schweden,Sweden,Europa,Europe,2000,k,55.642800,13.206400,"Staffanstorp, Skåne län, Sweden"
Süpplingen,38373,Niedersachsen,Lower Saxony,52.225475,10.909867,"38373, Niedersachsen, Germany",Noyant-la-Gravoyere,Frankreich,France,Europa,Europe,2000,p,47.703500,-0.957300,"Noyant-la-Gravoyère, 49520, Maine-et-Loire, France"
Süsel,23701,Schleswig-Holstein,Schleswig-Holstein,54.119332,10.640568,"23701, Schleswig-Holstein, Germany",Rudbjerg,Dänemark,Denmark,Europa,Europe,1980,p,55.939705,9.318333,Denmark
Süßen,73079,Baden-Württemberg,Baden-Wurttemberg,48.670598,9.736727,"73079, Baden-Württemberg, Germany",Törökbálint (Großturwall),Ungarn,Hungary,Europa,Europe,1990,p,47.161064,19.133710,Hungary
Swisttal,53913,Nordrhein-Westfalen,North Rhine-Westphalia,50.700000,6.916700,"Swisttal, 53913, Nordrhein-Westfalen, Germany",Quesnoy-sur-Deule,Frankreich,France,Europa,Europe,1990,k,50.713600,3.000000,"Quesnoy-sur-Deûle, 59890, Nord, France"
Syke,28857,Niedersachsen,Lower Saxony,52.903800,8.855500,"Syke, 28857, Niedersachsen, Germany",Wabrzezno,Polen,Poland,Europa,Europe,2006,p,53.278400,18.952400,"Wąbrzeźno, Kujawsko-pomorskie, Poland"
Syke,28857,Niedersachsen,Lower Saxony,52.903800,8.855500,"Syke, 28857, Niedersachsen, Germany",La Chartre-su-le-Loir,Frankreich,France,Europa,Europe,1973,p,49.581492,0.294073,"Le Loir, Angerville-l'Orcher, 76280, Seine-Maritime, France"
Sylt,25980,Schleswig-Holstein,Schleswig-Holstein,54.883300,8.350000,"Sylt, 25980, Schleswig-Holstein, Germany",Le Castellet,Frankreich,France,Europa,Europe,1987,k,43.202800,5.776400,"Le Castellet, 83330, Var, France"
Tabarz/Thür. Wald,99891,Thüringen,Thuringia,,,,Kecel,Ungarn,Hungary,Europa,Europe,1986,f,46.525300,19.251900,"Kecel, Bács-Kiskun, Hungary"
Tabarz/Thür. Wald,99891,Thüringen,Thuringia,,,,Vrigne-aux-Bois,Frankreich,France,Europa,Europe,1991,p,49.737500,4.855800,"Vrigne-aux-Bois, 08330, Ardennes, France"
Talheim,74388,Baden-Württemberg,Baden-Wurttemberg,49.083300,9.193100,"Talheim, 74388, Baden-Württemberg, Germany",Soultzmatt,Frankreich,France,Europa,Europe,1965,p,47.961900,7.237600,"Soultzmatt, 68570, Haut-Rhin, France"
Tambach-Dietharz/Thür. Wald,99897,Thüringen,Thuringia,,,,Vivier-au-Court,Frankreich,France,Europa,Europe,1972,p,49.733300,4.829400,"Vivier-au-Court, 08440, Ardennes, France"
Tamm,71732,Baden-Württemberg,Baden-Wurttemberg,48.919900,9.116000,"Tamm, 71732, Baden-Württemberg, Germany",Althofen,Österreich,Austria,Europa,Europe,1984,p,46.881800,14.467500,"Althofen, 9330, Kärnten, Austria"
Tangermünde,39590,Sachsen-Anhalt,Saxony-Anhalt,52.575321,11.942900,"39590, Sachsen-Anhalt, Germany",Tavarnelle,Italien,Italy,Europa,Europe,2000,k,42.508793,12.677718,Italy
Tangermünde,39590,Sachsen-Anhalt,Saxony-Anhalt,52.575321,11.942900,"39590, Sachsen-Anhalt, Germany",Wissembourg,Frankreich,France,Europa,Europe,1992,p,49.037500,7.946100,"Wissembourg, 67160, Bas-Rhin, France"
Tauberbischofsheim,97941,Baden-Württemberg,Baden-Wurttemberg,49.624700,9.662800,"Tauberbischofsheim, 97941, Baden-Württemberg, Germany",Vitry-le-Francois,Frankreich,France,Europa,Europe,1966,p,48.724700,4.584400,"Vitry-le-François, 51300, Marne, France"
Taucha,4425,Sachsen,Saxony,51.383300,12.483300,"Taucha, 04425, Sachsen, Germany",Espaly Saint-Marcel,Frankreich,France,Europa,Europe,1992,p,45.046100,3.859400,"Espaly-Saint-Marcel, 43000, Haute-Loire, France"
Taucha,4425,Sachsen,Saxony,51.383300,12.483300,"Taucha, 04425, Sachsen, Germany",Chadrac,Frankreich,France,Europa,Europe,1992,p,45.061800,3.902600,"Chadrac, 43770, Haute-Loire, France"
Taufkirchen,82024,Bayern,Bavaria,48.043200,11.619100,"Taufkirchen, 82024, Bayern, Germany",Mevlan,Frankreich,France,Europa,Europe,1978,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Taunusstein,65232,Hessen,Hesse,50.149900,8.152100,"Taunusstein, 65232, Hessen, Germany",Caldes de Montbui,Spanien,Spain,Europa,Europe,1989,p,41.650600,2.149300,"Caldes de Montbui, 08140, Barcelona, Spain"
Taunusstein,65232,Hessen,Hesse,50.149900,8.152100,"Taunusstein, 65232, Hessen, Germany",Herblay,Frankreich,France,Europa,Europe,1973,p,48.990300,2.165600,"Herblay, 95220, Val-d'Oise, France"
Taunusstein,65232,Hessen,Hesse,50.149900,8.152100,"Taunusstein, 65232, Hessen, Germany",Yeovil,Großbritannien,United Kingdom,Europa,Europe,1987,p,50.931629,-2.631156,"Yeovil, BA20 2RH, Somerset, United Kingdom"
Tecklenburg,49545,Nordrhein-Westfalen,North Rhine-Westphalia,52.221000,7.804500,"Tecklenburg, 49545, Nordrhein-Westfalen, Germany",Chalonnes-sur-Loire,Frankreich,France,Europa,Europe,1982,p,47.350600,-0.763900,"Chalonnes-sur-Loire, 49290, Maine-et-Loire, France"
Teisendorf,83317,Bayern,Bavaria,47.849200,12.819200,"Teisendorf, 83317, Bayern, Germany",Genoùillac-Betete,Frankreich,France,Europa,Europe,1972,p,46.359300,2.077400,"Bétête, 23270, Creuse, France"
Telgte,48291,Nordrhein-Westfalen,North Rhine-Westphalia,51.986100,7.781400,"Telgte, 48291, Nordrhein-Westfalen, Germany",Tomball (Texas),USA,United States,Amerika,America,2000,p,30.097200,-95.616000,"Tomball, 77375, Texas, United States"
Telgte,48291,Nordrhein-Westfalen,North Rhine-Westphalia,51.986100,7.781400,"Telgte, 48291, Nordrhein-Westfalen, Germany",Polanica Zdroj (Bad Altheide),Polen,Poland,Europa,Europe,1995,p,50.398800,16.499400,"Polanica-Zdrój, Dolnośląskie, Poland"
Telgte,48291,Nordrhein-Westfalen,North Rhine-Westphalia,51.986100,7.781400,"Telgte, 48291, Nordrhein-Westfalen, Germany",Stupino,Rußland,Russia,Europa,Europe,1995,p,54.916700,38.083300,"Stupino, Московская область, Russia"
Teltow,14513,Brandenburg,Brandenburg,52.403100,13.260100,"Teltow, 14513, Brandenburg, Germany",Sagan (Zagan),Polen,Poland,Europa,Europe,2006,p,51.605000,15.311100,"Żagań, Lubuskie, Poland"
Teltow,14513,Brandenburg,Brandenburg,52.403100,13.260100,"Teltow, 14513, Brandenburg, Germany",Gonfreville l´Orcher,Frankreich,France,Europa,Europe,1999,p,49.505300,0.233100,"Gonfreville-l'Orcher, 76700, Seine-Maritime, France"
"Teltow-Fläming (Kreis) (Luckenwalde, Stadt)",14943,Brandenburg,Brandenburg,52.088700,13.163800,"Luckenwalde, 14943, Brandenburg, Germany",Jasz-Nagykun-Szoenok,Ungarn,Hungary,Europa,Europe,1996,k,47.203442,20.521535,"Jász-Nagykun-Szolnok, Hungary"
Teningen,79331,Baden-Württemberg,Baden-Wurttemberg,48.129500,7.812000,"Teningen, 79331, Baden-Württemberg, Germany",La Ravoire Savoie,Frankreich,France,Europa,Europe,1984,p,45.556900,5.966400,"La Ravoire, 73490, Savoie, France"
Teterow,17166,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.775400,12.574900,"Teterow, 17166, Mecklenburg-Vorpommern, Germany",Johnson City,USA,United States,Amerika,America,1995,f,36.313400,-82.353500,"Johnson City, 37604, Tennessee, United States"
Teterow,17166,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.775400,12.574900,"Teterow, 17166, Mecklenburg-Vorpommern, Germany",Kyoto,Japan,Japan,Asien,Asia,2000,k,35.000000,135.766667,"京都市, 京都府, Japan"
Teterow,17166,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.775400,12.574900,"Teterow, 17166, Mecklenburg-Vorpommern, Germany",Bialogard (Belgard),Polen,Poland,Europa,Europe,1993,p,54.007000,15.987500,"Białogard, Zachodniopomorskie, Poland"
Teterow,17166,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.775400,12.574900,"Teterow, 17166, Mecklenburg-Vorpommern, Germany",Fakse,Dänemark,Denmark,Europa,Europe,1993,f,55.939705,9.318333,Denmark
Teterow,17166,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.775400,12.574900,"Teterow, 17166, Mecklenburg-Vorpommern, Germany",Kunszentmárton,Ungarn,Hungary,Europa,Europe,1993,p,47.161064,19.133710,Hungary
Teterow,17166,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.775400,12.574900,"Teterow, 17166, Mecklenburg-Vorpommern, Germany",Sille le Guillaume,Frankreich,France,Europa,Europe,1996,f,48.183300,-0.128800,"Sillé-le-Guillaume, 72140, Sarthe, France"
Teterow,17166,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.775400,12.574900,"Teterow, 17166, Mecklenburg-Vorpommern, Germany",Siauliai,Litauen,Lithuania,Europa,Europe,1999,p,55.934782,23.394631,"Šiauliai, Lithuania"
Tettnang,88069,Baden-Württemberg,Baden-Wurttemberg,47.668600,9.591300,"Tettnang, 88069, Baden-Württemberg, Germany",Omagari,Japan,Japan,Asien,Asia,1989,f,43.469542,143.325245,Japan
Tettnang,88069,Baden-Württemberg,Baden-Wurttemberg,47.668600,9.591300,"Tettnang, 88069, Baden-Württemberg, Germany",Saint Aignan,Frankreich,France,Europa,Europe,1990,p,47.249132,1.329676,"Saint-Aignan, 41110, Loir-et-Cher, France"
Teublitz,93158,Bayern,Bavaria,49.237500,12.101100,"Teublitz, 93158, Bayern, Germany",Blovice,Tschech. Republik,Czech Republic,Europa,Europe,1993,p,49.582200,13.540100,"Blovice, Plzeňský, Czech Republic"
Teuchern,6682,Sachsen-Anhalt,Saxony-Anhalt,51.116700,12.016700,"Teuchern, 06682, Sachsen-Anhalt, Germany",Saint Jean Bonnefonds,Frankreich,France,Europa,Europe,1996,p,45.458493,4.447339,"Saint-Jean-Bonnefonds, 42650, Loire, France"
Teuchern,6682,Sachsen-Anhalt,Saxony-Anhalt,51.116700,12.016700,"Teuchern, 06682, Sachsen-Anhalt, Germany",Saint-Jean-Bonnefonds,Frankreich,France,Europa,Europe,1996,p,45.458493,4.447339,"Saint-Jean-Bonnefonds, 42650, Loire, France"
Teucherner Land (Verwaltungsgemeinschaft),6682,Sachsen-Anhalt,Saxony-Anhalt,51.926681,12.537652,"Neue Land, Coswig (Anhalt), 06869, Sachsen-Anhalt, Germany",Saint Jean Bonnefonds,Frankreich,France,Europa,Europe,1996,p,45.458493,4.447339,"Saint-Jean-Bonnefonds, 42650, Loire, France"
Teunz,92552,Bayern,Bavaria,49.483300,12.383300,"Teunz, 92552, Bayern, Germany",Nagymanyok (Grossmanok),Ungarn,Hungary,Europa,Europe,1990,p,46.279100,18.454900,"Nagymányok, Tolna, Hungary"
Teunz,92552,Bayern,Bavaria,49.483300,12.383300,"Teunz, 92552, Bayern, Germany",Skalna,Tschech. Republik,Czech Republic,Europa,Europe,1990,k,50.170300,12.361400,"Skalná, Karlovarský, Czech Republic"
Thalfang,54424,Rheinland-Pfalz,Rheinland-Pfalz,49.750000,7.000000,"Thalfang, 54424, Rheinland-Pfalz, Germany",Villeneuve-la-Guyard,Frankreich,France,Europa,Europe,1970,p,48.340900,3.061800,"Villeneuve-la-Guyard, 89340, Yonne, France"
Thannhausen,86470,Bayern,Bavaria,48.282600,10.470100,"Thannhausen, 86470, Bayern, Germany",Mortain,Frankreich,France,Europa,Europe,1981,p,48.647800,-0.940500,"Mortain, 50140, Manche, France"
Tholey,66636,Saarland,Saarland,49.499900,7.024900,"Tholey, 66636, Saarland, Germany",Basse-Goulaine,Frankreich,France,Europa,Europe,1989,p,47.215300,-1.465600,"Basse-Goulaine, 44115, Loire-Atlantique, France"
Tholey,66636,Saarland,Saarland,49.499900,7.024900,"Tholey, 66636, Saarland, Germany",Saint Benoit-sur-Loire,Frankreich,France,Europa,Europe,1984,p,47.809320,2.322093,"Saint-Benoît-sur-Loire, 45730, Loiret, France"
Tholey,66636,Saarland,Saarland,49.499900,7.024900,"Tholey, 66636, Saarland, Germany",Sibratsgfäll,Österreich,Austria,Europa,Europe,1969,p,47.695940,14.755756,Austria
Tholey,66636,Saarland,Saarland,49.499900,7.024900,"Tholey, 66636, Saarland, Germany",Saint Jean-Rohrbach,Frankreich,France,Europa,Europe,1991,p,49.027394,6.880853,"Saint-Jean-Rohrbach, 57510, Moselle, France"
Tholey,66636,Saarland,Saarland,49.499900,7.024900,"Tholey, 66636, Saarland, Germany",Zetting,Frankreich,France,Europa,Europe,1972,p,49.080600,7.130600,"Zetting, 57905, Moselle, France"
Thundorf i.UFr.,97711,Bayern,Bavaria,50.190333,10.270588,"97711, Bayern, Germany",Thundorf,Schweiz,Switzerland,Europa,Europe,1988,k,46.824210,8.447794,Switzerland
Thundorf i.UFr.,97711,Bayern,Bavaria,50.190333,10.270588,"97711, Bayern, Germany",Contz-les-Bains,Frankreich,France,Europa,Europe,2000,k,49.452200,6.346400,"Contz-les-Bains, 57480, Moselle, France"
Thüngersheim,97291,Bayern,Bavaria,49.871797,9.852134,"97291, Bayern, Germany",Saint Aignan de Grand Lieu,Frankreich,France,Europa,Europe,1995,p,48.316651,1.576204,"Allée de Grand Lieu, Pézy, 28150, Eure-et-Loir, France"
Thurnau,95349,Bayern,Bavaria,50.021300,11.408500,"Thurnau, 95349, Bayern, Germany",Positano,Italien,Italy,Europa,Europe,2000,p,40.633494,14.493502,"Positano, SALERNO, Italy"
Thyrnau,94136,Bayern,Bavaria,48.616700,13.533300,"Thyrnau, 94136, Bayern, Germany",Trnava (Tyrnau),Slow. Republik,Slovakia,Europa,Europe,2000,k,48.377600,17.586900,"Trnava, Trnavský kraj, Slovakia"
Timmendorfer Strand,23669,Schleswig-Holstein,Schleswig-Holstein,53.985800,10.774400,"Timmendorfer Strand, 23669, Schleswig-Holstein, Germany",Miedzyzdroje (Misdroy),Polen,Poland,Europa,Europe,1995,k,53.925700,14.436500,"Międzyzdroje, Zachodniopomorskie, Poland"
Timmendorfer Strand,23669,Schleswig-Holstein,Schleswig-Holstein,53.985800,10.774400,"Timmendorfer Strand, 23669, Schleswig-Holstein, Germany",Ebekoft,Dänemark,Denmark,Europa,Europe,1996,p,55.939705,9.318333,Denmark
Tirschenreuth,95643,Bayern,Bavaria,49.878900,12.336900,"Tirschenreuth, 95643, Bayern, Germany",La Ville du Bois,Frankreich,France,Europa,Europe,2001,p,48.660300,2.269700,"La Ville-du-Bois, 91620, Essonne, France"
Tirschenreuth,95643,Bayern,Bavaria,49.878900,12.336900,"Tirschenreuth, 95643, Bayern, Germany",Marianske Lazne (Marienbad),Tschech. Republik,Czech Republic,Europa,Europe,2000,k,49.976100,12.706000,"Mariánské Lázně, Karlovarský, Czech Republic"
"Tirschenreuth (Kreis) (Tirschenreuth, Stadt)",95643,Bayern,Bavaria,49.906702,12.381472,"Tirschenreuther Straße, Tirschenreuth, 95643, Bayern, Germany",Santa Fe Springs,USA,United States,Amerika,America,1985,k,33.947200,-118.085300,"Santa Fe Springs, 90670, California, United States"
"Tirschenreuth (Kreis) (Tirschenreuth, Stadt)",95643,Bayern,Bavaria,49.906702,12.381472,"Tirschenreuther Straße, Tirschenreuth, 95643, Bayern, Germany",Salignac Perigord,Frankreich,France,Europa,Europe,1984,f,45.016100,-0.379600,"Salignac, 33240, Gironde, France"
Titisee-Neustadt,79822,Baden-Württemberg,Baden-Wurttemberg,47.921000,8.190600,"Titisee-Neustadt, 79822, Baden-Württemberg, Germany",Coulommiers,Frankreich,France,Europa,Europe,1971,p,48.814500,3.085000,"Coulommiers, 77120, Seine-et-Marne, France"
Titisee-Neustadt,79822,Baden-Württemberg,Baden-Wurttemberg,47.921000,8.190600,"Titisee-Neustadt, 79822, Baden-Württemberg, Germany",Leighton-Linslade,Großbritannien,United Kingdom,Europa,Europe,1991,p,51.917500,-0.666100,"Leighton-Linslade, LU7 1DL, Central Bedfordshire, United Kingdom"
Todtmoos,79682,Baden-Württemberg,Baden-Wurttemberg,47.738400,7.998900,"Todtmoos, 79682, Baden-Württemberg, Germany",Plombieres-les-Baims,Frankreich,France,Europa,Europe,2000,k,44.948180,3.519678,"Plombières, Saugues, 43170, Haute-Loire, France"
Todtmoos,79682,Baden-Württemberg,Baden-Wurttemberg,47.738400,7.998900,"Todtmoos, 79682, Baden-Württemberg, Germany",Soultzmatt,Frankreich,France,Europa,Europe,2000,k,47.961900,7.237600,"Soultzmatt, 68570, Haut-Rhin, France"
Tönisvorst,47918,Nordrhein-Westfalen,North Rhine-Westphalia,51.313607,6.458983,"47918, Nordrhein-Westfalen, Germany",Sées,Frankreich,France,Europa,Europe,1979,p,44.187716,1.439632,"Sés, Molières, 82220, Tarn-et-Garonne, France"
Tönisvorst,47918,Nordrhein-Westfalen,North Rhine-Westphalia,51.313607,6.458983,"47918, Nordrhein-Westfalen, Germany",Stare Mesto (Altstadt),Tschech. Republik,Czech Republic,Europa,Europe,1994,f,49.075100,17.433400,"Staré Město, Zlínský, Czech Republic"
Tönning,25832,Schleswig-Holstein,Schleswig-Holstein,54.307790,8.886648,"25832, Schleswig-Holstein, Germany",Lacanau,Frankreich,France,Europa,Europe,2013,p,44.979200,-1.079400,"Lacanau, 33680, Gironde, France"
Tönning,25832,Schleswig-Holstein,Schleswig-Holstein,54.307790,8.886648,"25832, Schleswig-Holstein, Germany",Fanø,Dänemark,Denmark,Europa,Europe,2013,p,55.939705,9.318333,Denmark
Torgau,4860,Sachsen,Saxony,51.560200,12.996200,"Torgau, 04860, Sachsen, Germany",Strzegom,Polen,Poland,Europa,Europe,2008,p,50.959900,16.344200,"Strzegom, Dolnośląskie, Poland"
Torgau,4860,Sachsen,Saxony,51.560200,12.996200,"Torgau, 04860, Sachsen, Germany",Hämeenkyrö,Finnland,Finland,Europa,Europe,1998,k,64.782742,26.977793,Finland
Torgau,4860,Sachsen,Saxony,51.560200,12.996200,"Torgau, 04860, Sachsen, Germany",Zuojmo,Tschech. Republik,Czech Republic,Europa,Europe,2008,p,49.809111,15.530056,Czech Republic
Tornesch,25436,Schleswig-Holstein,Schleswig-Holstein,53.703900,9.731000,"Tornesch, 25436, Schleswig-Holstein, Germany",Gmunden,Österreich,Austria,Europa,Europe,2010,p,47.919200,13.799100,"Gmunden, 4810, Oberösterreich, Austria"
Tornesch,25436,Schleswig-Holstein,Schleswig-Holstein,53.703900,9.731000,"Tornesch, 25436, Schleswig-Holstein, Germany",Strzelce Krajenskie,Polen,Poland,Europa,Europe,2005,p,52.875800,15.531700,"Strzelce Krajeńskie, Lubuskie, Poland"
Tostedt,21255,Niedersachsen,Lower Saxony,53.283300,9.716700,"Tostedt, 21255, Niedersachsen, Germany",Morlaàs,Frankreich,France,Europa,Europe,1989,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Tostedt,21255,Niedersachsen,Lower Saxony,53.283300,9.716700,"Tostedt, 21255, Niedersachsen, Germany",Lubaczów b. Przemysl,Polen,Poland,Europa,Europe,1992,p,49.783400,22.784200,"Przemyśl, Podkarpackie, Poland"
Traben-Trarbach,56841,Rheinland-Pfalz,Rheinland-Pfalz,49.950000,7.116700,"Traben-Trarbach, 56841, Rheinland-Pfalz, Germany",Wangen,Schweiz,Switzerland,Europa,Europe,1990,p,47.191170,8.896094,"Wangen, Switzerland"
Traben-Trarbach,56841,Rheinland-Pfalz,Rheinland-Pfalz,49.950000,7.116700,"Traben-Trarbach, 56841, Rheinland-Pfalz, Germany",Selles-sur-Cher,Frankreich,France,Europa,Europe,1991,p,47.275600,1.554700,"Selles-sur-Cher, 41130, Loir-et-Cher, France"
Traunreut,83301,Bayern,Bavaria,47.955200,12.592400,"Traunreut, 83301, Bayern, Germany",Lucé,Frankreich,France,Europa,Europe,1990,p,43.151900,0.180200,"Luc, 65190, Hautes-Pyrénées, France"
Traunreut,83301,Bayern,Bavaria,47.955200,12.592400,"Traunreut, 83301, Bayern, Germany",Nettuno,Italien,Italy,Europa,Europe,1973,p,41.460352,12.671470,"Nettuno, ROMA, Italy"
Traunstein,83278,Bayern,Bavaria,47.870000,12.638800,"Traunstein, 83278, Bayern, Germany",Gap,Frankreich,France,Europa,Europe,1976,p,44.566700,6.083300,"Gap, 05000, Hautes-Alpes, France"
Traunstein,83278,Bayern,Bavaria,47.870000,12.638800,"Traunstein, 83278, Bayern, Germany",Pinerolo,Italien,Italy,Europa,Europe,1986,p,44.885437,7.334327,"Pinerolo, TORINO, Italy"
Traunstein,83278,Bayern,Bavaria,47.870000,12.638800,"Traunstein, 83278, Bayern, Germany",Haywards Heath,Großbritannien,United Kingdom,Europa,Europe,1993,p,51.005924,-0.102356,"Haywards Heath, RH16 1PY, West Sussex, United Kingdom"
Trebbin,14959,Brandenburg,Brandenburg,52.216700,13.225000,"Trebbin, 14959, Brandenburg, Germany",Bognor Regis,Großbritannien,United Kingdom,Europa,Europe,1995,p,50.785993,-0.664681,"Bognor Regis, PO21 1PA, West Sussex, United Kingdom"
Trebur,65468,Hessen,Hesse,49.924300,8.409200,"Trebur, 65468, Hessen, Germany",Bielawa (Langenbielau),Polen,Poland,Europa,Europe,2000,k,50.675400,16.602800,"Bielawa, Dolnośląskie, Poland"
Trebur,65468,Hessen,Hesse,49.924300,8.409200,"Trebur, 65468, Hessen, Germany",Vereuil sur Avre,Frankreich,France,Europa,Europe,1982,p,48.730805,0.963031,"Chemin de Montigny-sur-Avre, Verneuil-sur-Avre, 27130, Eure, France"
Trendelburg,34388,Hessen,Hesse,51.583300,9.416700,"Trendelburg, 34388, Hessen, Germany",Louvigné du Desert,Frankreich,France,Europa,Europe,1991,p,49.189659,-0.403722,"Rue du Désert, Caen, 14000, Calvados, France"
Trendelburg,34388,Hessen,Hesse,51.583300,9.416700,"Trendelburg, 34388, Hessen, Germany",Pocklington,Großbritannien,United Kingdom,Europa,Europe,1995,k,53.955300,-0.758626,"Pocklington, YO42 1TR, East Riding of Yorkshire, United Kingdom"
Treuenbrietzen,14929,Brandenburg,Brandenburg,52.097500,12.872600,"Treuenbrietzen, 14929, Brandenburg, Germany",Chiaravalle,Italien,Italy,Europa,Europe,2010,p,43.604141,13.343077,"Chiaravalle, ANCONA, Italy"
Triberg im Schwarzwald,78098,Baden-Württemberg,Baden-Wurttemberg,48.136300,8.236500,"Triberg im Schwarzwald, 78098, Baden-Württemberg, Germany",Frejus,Frankreich,France,Europa,Europe,1963,p,43.433100,6.735600,"Fréjus, 83600, Var, France"
Trier,54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Fort Worth,USA,United States,Amerika,America,1987,p,32.725400,-97.320800,"Fort Worth, 76104, Texas, United States"
Trier,54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Xiamen,China,China,Asien,Asia,2010,p,36.894361,98.604453,China
Trier,54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Nagaoka,Japan,Japan,Asien,Asia,2006,p,37.433333,138.833333,"長岡市, 新潟県, Japan"
Trier,54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Pula,Kroatien,Croatia,Europa,Europe,1970,p,44.363451,15.132243,Croatia
Trier,54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Ascoli Piceno,Italien,Italy,Europa,Europe,1958,p,42.882704,13.547763,"ASCOLI PICENO, Italy"
Trier,54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Luxemburg,Luxemburg,Luxembourg,Europa,Europe,2000,f,49.817078,6.083168,Luxembourg
Trier,54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Metz,Frankreich,France,Europa,Europe,1957,p,49.120200,6.177500,"Metz, 57000, Moselle, France"
Trier,54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",s-Hertogenbosch,Niederlande,Netherlands,Europa,Europe,1968,p,51.682700,5.300600,"s-Hertogenbosch, 5216, Noord-Brabant, Netherlands"
Trier,54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Moskau,Rußland,Russia,Europa,Europe,2000,f,55.761700,37.606700,"Moskva, Город Москва, Russia"
Trier,54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Gloucester,Großbritannien,United Kingdom,Europa,Europe,1957,p,51.849729,-2.238090,"Gloucester, GL1 4RG, Gloucestershire, United Kingdom"
